,Date,CO,Ozone,NO2,SO2,PM-2.5,PM-10,Air,target
57,2023-11-04,0.31428571428571433,3.5714285714285716,0.03928571428571428,36.42857142857143,0.02171428571428571,20.571428571428573,0.0005714285714285715,206
58,2023-11-11,0.2857142857142857,3.142857142857143,0.04242857142857143,39.57142857142857,0.015000000000000001,14.142857142857142,0.0008571428571428572,277
59,2023-11-18,0.6,7.0,0.041428571428571426,38.285714285714285,0.027,25.285714285714285,0.001,359
60,2023-11-25,0.5142857142857143,5.714285714285714,0.033857142857142856,31.285714285714285,0.013428571428571429,12.714285714285714,0.0008571428571428572,403
61,2023-12-02,0.31428571428571433,3.4285714285714284,0.03228571428571429,30.0,0.01685714285714286,15.857142857142858,0.001,401
62,2023-12-09,0.31428571428571433,3.5714285714285716,0.037,34.142857142857146,0.01442857142857143,13.571428571428571,0.002285714285714286,430
63,2023-12-16,0.5571428571428572,6.285714285714286,0.03157142857142857,29.142857142857142,0.023714285714285712,22.428571428571427,0.0014285714285714288,487
64,2023-12-23,0.3,3.4285714285714284,0.031857142857142855,29.571428571428573,0.014,13.142857142857142,0.0005714285714285715,534
65,2023-12-30,0.2285714285714286,2.4285714285714284,0.032,29.571428571428573,0.011285714285714288,10.857142857142858,0.00028571428571428574,690
66,2024-01-06,0.48571428571428577,5.571428571428571,0.02657142857142857,24.571428571428573,0.016571428571428574,15.571428571428571,0.0005714285714285715,588
67,2024-01-13,0.2285714285714286,2.4285714285714284,0.03257142857142857,30.285714285714285,0.012857142857142859,12.285714285714286,0.0007142857142857143,518
68,2024-01-20,0.31428571428571433,3.5714285714285716,0.03557142857142857,32.857142857142854,0.017857142857142856,16.857142857142858,0.0008571428571428572,537
69,2024-01-27,0.21428571428571425,2.142857142857143,0.018857142857142854,17.428571428571427,0.008285714285714287,8.0,0.0,580
70,2024-02-03,0.5000000000000001,5.714285714285714,0.037714285714285714,34.57142857142857,0.018285714285714287,17.428571428571427,0.001,678
71,2024-02-10,0.2428571428571429,2.7142857142857144,0.036857142857142866,34.285714285714285,0.01542857142857143,14.714285714285714,0.0007142857142857143,679
72,2024-02-17,0.18571428571428572,1.8571428571428572,0.03785714285714286,35.142857142857146,0.012857142857142859,12.0,0.0005714285714285715,549
73,2024-02-24,0.3428571428571429,4.0,0.04771428571428571,44.142857142857146,0.020999999999999998,19.714285714285715,0.001,505
